,valid,date,time,hour,sky_coverage
10350,2024-05-28 03:51:00,2024-05-28,03:51:00,3,BKN
10351,2024-05-28 04:24:00,2024-05-28,04:24:00,4,OVC
10352,2024-05-28 04:48:00,2024-05-28,04:48:00,4,OVC
10353,2024-05-28 04:51:00,2024-05-28,04:51:00,4,OVC
10354,2024-05-28 05:01:00,2024-05-28,05:01:00,5,OVC
10355,2024-05-28 05:51:00,2024-05-28,05:51:00,5,FEW
10356,2024-05-28 06:51:00,2024-05-28,06:51:00,6,CLR
10357,2024-05-28 07:36:00,2024-05-28,07:36:00,7,FEW
10358,2024-05-28 07:44:00,2024-05-28,07:44:00,7,BKN
10359,2024-05-28 07:51:00,2024-05-28,07:51:00,7,BKN
10360,2024-05-28 08:51:00,2024-05-28,08:51:00,8,BKN
10361,2024-05-28 09:03:00,2024-05-28,09:03:00,9,SCT
10362,2024-05-28 09:51:00,2024-05-28,09:51:00,9,CLR
10363,2024-05-28 10:51:00,2024-05-28,10:51:00,10,CLR
10364,2024-05-28 11:51:00,2024-05-28,11:51:00,11,FEW
10365,2024-05-28 12:51:00,2024-05-28,12:51:00,12,CLR
10366,2024-05-28 13:51:00,2024-05-28,13:51:00,13,CLR
10367,2024-05-28 14:51:00,2024-05-28,14:51:00,14,CLR
10368,2024-05-28 15:51:00,2024-05-28,15:51:00,15,FEW
10369,2024-05-28 16:51:00,2024-05-28,16:51:00,16,SCT
10370,2024-05-28 17:51:00,2024-05-28,17:51:00,17,SCT
10371,2024-05-28 18:51:00,2024-05-28,18:51:00,18,BKN
10372,2024-05-28 19:51:00,2024-05-28,19:51:00,19,CLR
10373,2024-05-28 20:51:00,2024-05-28,20:51:00,20,FEW
10374,2024-05-28 21:51:00,2024-05-28,21:51:00,21,CLR
10375,2024-05-28 22:51:00,2024-05-28,22:51:00,22,CLR
10376,2024-05-28 23:51:00,2024-05-28,23:51:00,23,BKN
10377,2024-05-29 00:51:00,2024-05-29,00:51:00,0,FEW
10378,2024-05-29 01:51:00,2024-05-29,01:51:00,1,CLR
10379,2024-05-29 02:51:00,2024-05-29,02:51:00,2,CLR
10380,2024-05-29 03:51:00,2024-05-29,03:51:00,3,CLR
10381,2024-05-29 04:51:00,2024-05-29,04:51:00,4,CLR
10382,2024-05-29 05:51:00,2024-05-29,05:51:00,5,CLR
10383,2024-05-29 06:51:00,2024-05-29,06:51:00,6,CLR
10384,2024-05-29 07:51:00,2024-05-29,07:51:00,7,CLR
10385,2024-05-29 08:51:00,2024-05-29,08:51:00,8,CLR
10386,2024-05-29 09:51:00,2024-05-29,09:51:00,9,CLR
10387,2024-05-29 10:51:00,2024-05-29,10:51:00,10,CLR
10388,2024-05-29 11:51:00,2024-05-29,11:51:00,11,CLR
10389,2024-05-29 12:51:00,2024-05-29,12:51:00,12,CLR
10390,2024-05-29 13:51:00,2024-05-29,13:51:00,13,CLR
10391,2024-05-29 14:51:00,2024-05-29,14:51:00,14,CLR
10392,2024-05-29 15:51:00,2024-05-29,15:51:00,15,SCT
10393,2024-05-29 16:51:00,2024-05-29,16:51:00,16,BKN
10394,2024-05-29 17:51:00,2024-05-29,17:51:00,17,OVC
10395,2024-05-29 18:51:00,2024-05-29,18:51:00,18,OVC
10396,2024-05-29 19:51:00,2024-05-29,19:51:00,19,CLR
10397,2024-05-29 20:51:00,2024-05-29,20:51:00,20,CLR
10398,2024-05-29 21:51:00,2024-05-29,21:51:00,21,BKN
10399,2024-05-29 22:51:00,2024-05-29,22:51:00,22,CLR
10400,2024-05-29 23:51:00,2024-05-29,23:51:00,23,BKN
10401,2024-05-30 00:51:00,2024-05-30,00:51:00,0,OVC
10402,2024-05-30 01:11:00,2024-05-30,01:11:00,1,OVC
10403,2024-05-30 01:14:00,2024-05-30,01:14:00,1,OVC
10404,2024-05-30 01:33:00,2024-05-30,01:33:00,1,OVC
10405,2024-05-30 01:51:00,2024-05-30,01:51:00,1,OVC
10406,2024-05-30 02:01:00,2024-05-30,02:01:00,2,OVC
10407,2024-05-30 02:51:00,2024-05-30,02:51:00,2,OVC
10408,2024-05-30 03:51:00,2024-05-30,03:51:00,3,OVC
10409,2024-05-30 04:51:00,2024-05-30,04:51:00,4,OVC
10410,2024-05-30 05:51:00,2024-05-30,05:51:00,5,OVC
10411,2024-05-30 06:51:00,2024-05-30,06:51:00,6,OVC
10412,2024-05-30 07:29:00,2024-05-30,07:29:00,7,OVC
10413,2024-05-30 07:51:00,2024-05-30,07:51:00,7,OVC
10414,2024-05-30 08:00:00,2024-05-30,08:00:00,8,OVC
10415,2024-05-30 08:10:00,2024-05-30,08:10:00,8,OVC
10416,2024-05-30 08:31:00,2024-05-30,08:31:00,8,OVC
10417,2024-05-30 08:35:00,2024-05-30,08:35:00,8,OVC
10418,2024-05-30 08:39:00,2024-05-30,08:39:00,8,OVC
10419,2024-05-30 08:47:00,2024-05-30,08:47:00,8,OVC
10420,2024-05-30 08:51:00,2024-05-30,08:51:00,8,OVC
10421,2024-05-30 08:58:00,2024-05-30,08:58:00,8,OVC
10422,2024-05-30 09:09:00,2024-05-30,09:09:00,9,OVC
10423,2024-05-30 09:43:00,2024-05-30,09:43:00,9,OVC
10424,2024-05-30 09:51:00,2024-05-30,09:51:00,9,OVC
10425,2024-05-30 10:51:00,2024-05-30,10:51:00,10,OVC
10426,2024-05-30 11:29:00,2024-05-30,11:29:00,11,BKN
10427,2024-05-30 11:46:00,2024-05-30,11:46:00,11,OVC
10428,2024-05-30 11:51:00,2024-05-30,11:51:00,11,OVC
10429,2024-05-30 12:18:00,2024-05-30,12:18:00,12,OVC
10430,2024-05-30 12:51:00,2024-05-30,12:51:00,12,BKN
10431,2024-05-30 12:58:00,2024-05-30,12:58:00,12,BKN
10432,2024-05-30 13:51:00,2024-05-30,13:51:00,13,FEW
10433,2024-05-30 14:39:00,2024-05-30,14:39:00,14,BKN
10434,2024-05-30 14:51:00,2024-05-30,14:51:00,14,BKN
10435,2024-05-30 14:59:00,2024-05-30,14:59:00,14,SCT
10436,2024-05-30 15:51:00,2024-05-30,15:51:00,15,FEW
10437,2024-05-30 16:51:00,2024-05-30,16:51:00,16,SCT
10438,2024-05-30 17:51:00,2024-05-30,17:51:00,17,FEW
10439,2024-05-30 18:51:00,2024-05-30,18:51:00,18,SCT
10440,2024-05-30 19:51:00,2024-05-30,19:51:00,19,FEW
10441,2024-05-30 20:51:00,2024-05-30,20:51:00,20,FEW
10442,2024-05-30 21:51:00,2024-05-30,21:51:00,21,FEW
10443,2024-05-30 22:51:00,2024-05-30,22:51:00,22,SCT
10444,2024-05-30 23:51:00,2024-05-30,23:51:00,23,BKN
10445,2024-05-31 00:51:00,2024-05-31,00:51:00,0,BKN
10446,2024-05-31 01:51:00,2024-05-31,01:51:00,1,OVC
10447,2024-05-31 02:51:00,2024-05-31,02:51:00,2,SCT
10448,2024-05-31 03:51:00,2024-05-31,03:51:00,3,SCT
10449,2024-05-31 04:51:00,2024-05-31,04:51:00,4,SCT
10450,2024-05-31 05:51:00,2024-05-31,05:51:00,5,OVC
10451,2024-05-31 06:51:00,2024-05-31,06:51:00,6,OVC
10452,2024-05-31 07:51:00,2024-05-31,07:51:00,7,BKN
10453,2024-05-31 08:51:00,2024-05-31,08:51:00,8,BKN
10454,2024-05-31 09:51:00,2024-05-31,09:51:00,9,FEW
10455,2024-05-31 10:51:00,2024-05-31,10:51:00,10,CLR
10456,2024-05-31 11:51:00,2024-05-31,11:51:00,11,CLR
10457,2024-05-31 12:51:00,2024-05-31,12:51:00,12,CLR
10458,2024-05-31 13:51:00,2024-05-31,13:51:00,13,CLR
10459,2024-05-31 14:51:00,2024-05-31,14:51:00,14,CLR
10460,2024-05-31 15:51:00,2024-05-31,15:51:00,15,CLR
10461,2024-05-31 16:51:00,2024-05-31,16:51:00,16,SCT
10462,2024-05-31 17:51:00,2024-05-31,17:51:00,17,SCT
10463,2024-05-31 18:51:00,2024-05-31,18:51:00,18,FEW
10464,2024-05-31 19:51:00,2024-05-31,19:51:00,19,CLR
10465,2024-05-31 20:51:00,2024-05-31,20:51:00,20,SCT
10466,2024-05-31 21:51:00,2024-05-31,21:51:00,21,CLR
10467,2024-05-31 22:51:00,2024-05-31,22:51:00,22,CLR
10468,2024-05-31 23:51:00,2024-05-31,23:51:00,23,CLR
10469,2024-06-01 00:51:00,2024-06-01,00:51:00,0,CLR
10470,2024-06-01 01:51:00,2024-06-01,01:51:00,1,CLR
10471,2024-06-01 02:51:00,2024-06-01,02:51:00,2,CLR
10472,2024-06-01 03:51:00,2024-06-01,03:51:00,3,CLR
10473,2024-06-01 04:51:00,2024-06-01,04:51:00,4,CLR
10474,2024-06-01 05:51:00,2024-06-01,05:51:00,5,CLR
10475,2024-06-01 06:51:00,2024-06-01,06:51:00,6,CLR
10476,2024-06-01 07:51:00,2024-06-01,07:51:00,7,CLR
10477,2024-06-01 08:51:00,2024-06-01,08:51:00,8,CLR
10478,2024-06-01 09:51:00,2024-06-01,09:51:00,9,CLR
10479,2024-06-01 10:51:00,2024-06-01,10:51:00,10,CLR
10480,2024-06-01 11:51:00,2024-06-01,11:51:00,11,CLR
10481,2024-06-01 12:51:00,2024-06-01,12:51:00,12,CLR
10482,2024-06-01 13:51:00,2024-06-01,13:51:00,13,CLR
10483,2024-06-01 14:51:00,2024-06-01,14:51:00,14,CLR
10484,2024-06-01 15:51:00,2024-06-01,15:51:00,15,CLR
10485,2024-06-01 16:51:00,2024-06-01,16:51:00,16,CLR
10486,2024-06-01 17:51:00,2024-06-01,17:51:00,17,CLR
10487,2024-06-01 18:51:00,2024-06-01,18:51:00,18,CLR
10488,2024-06-01 19:51:00,2024-06-01,19:51:00,19,CLR
10489,2024-06-01 20:51:00,2024-06-01,20:51:00,20,CLR
10490,2024-06-01 21:51:00,2024-06-01,21:51:00,21,CLR
10491,2024-06-01 22:51:00,2024-06-01,22:51:00,22,CLR
10492,2024-06-01 23:51:00,2024-06-01,23:51:00,23,CLR
10493,2024-06-02 00:51:00,2024-06-02,00:51:00,0,CLR
10494,2024-06-02 01:51:00,2024-06-02,01:51:00,1,CLR
10495,2024-06-02 02:51:00,2024-06-02,02:51:00,2,CLR
10496,2024-06-02 03:51:00,2024-06-02,03:51:00,3,CLR
10497,2024-06-02 04:51:00,2024-06-02,04:51:00,4,CLR
10498,2024-06-02 05:51:00,2024-06-02,05:51:00,5,CLR
10499,2024-06-02 06:51:00,2024-06-02,06:51:00,6,CLR
10500,2024-06-02 07:51:00,2024-06-02,07:51:00,7,CLR
10501,2024-06-02 08:51:00,2024-06-02,08:51:00,8,CLR
10502,2024-06-02 09:51:00,2024-06-02,09:51:00,9,CLR
10503,2024-06-02 10:51:00,2024-06-02,10:51:00,10,CLR
10504,2024-06-02 11:51:00,2024-06-02,11:51:00,11,CLR
10505,2024-06-02 12:51:00,2024-06-02,12:51:00,12,CLR
10506,2024-06-02 13:51:00,2024-06-02,13:51:00,13,CLR
10507,2024-06-02 14:51:00,2024-06-02,14:51:00,14,CLR
10508,2024-06-02 15:51:00,2024-06-02,15:51:00,15,CLR
10509,2024-06-02 16:51:00,2024-06-02,16:51:00,16,CLR
10510,2024-06-02 17:51:00,2024-06-02,17:51:00,17,CLR
10511,2024-06-02 18:51:00,2024-06-02,18:51:00,18,CLR
10512,2024-06-02 19:51:00,2024-06-02,19:51:00,19,CLR
10513,2024-06-02 20:51:00,2024-06-02,20:51:00,20,CLR
10514,2024-06-02 21:51:00,2024-06-02,21:51:00,21,CLR
10515,2024-06-02 22:51:00,2024-06-02,22:51:00,22,CLR
10516,2024-06-02 23:51:00,2024-06-02,23:51:00,23,CLR
10517,2024-06-03 00:51:00,2024-06-03,00:51:00,0,CLR
10518,2024-06-03 01:51:00,2024-06-03,01:51:00,1,OVC
10519,2024-06-03 02:51:00,2024-06-03,02:51:00,2,OVC
10520,2024-06-03 03:51:00,2024-06-03,03:51:00,3,BKN
10521,2024-06-03 04:51:00,2024-06-03,04:51:00,4,OVC
10522,2024-06-03 05:51:00,2024-06-03,05:51:00,5,OVC
10523,2024-06-03 06:51:00,2024-06-03,06:51:00,6,OVC
10524,2024-06-03 07:51:00,2024-06-03,07:51:00,7,OVC
10525,2024-06-03 08:51:00,2024-06-03,08:51:00,8,FEW
10526,2024-06-03 09:51:00,2024-06-03,09:51:00,9,FEW
10527,2024-06-03 10:51:00,2024-06-03,10:51:00,10,OVC
10528,2024-06-03 11:51:00,2024-06-03,11:51:00,11,OVC
10529,2024-06-03 12:51:00,2024-06-03,12:51:00,12,BKN
10530,2024-06-03 13:51:00,2024-06-03,13:51:00,13,CLR
10531,2024-06-03 14:51:00,2024-06-03,14:51:00,14,CLR
10532,2024-06-03 15:51:00,2024-06-03,15:51:00,15,CLR
10533,2024-06-03 16:51:00,2024-06-03,16:51:00,16,CLR
10534,2024-06-03 17:51:00,2024-06-03,17:51:00,17,CLR
10535,2024-06-03 18:51:00,2024-06-03,18:51:00,18,CLR
10536,2024-06-03 19:51:00,2024-06-03,19:51:00,19,SCT
10537,2024-06-03 20:51:00,2024-06-03,20:51:00,20,FEW
10538,2024-06-03 21:51:00,2024-06-03,21:51:00,21,OVC
10539,2024-06-03 22:51:00,2024-06-03,22:51:00,22,BKN
10540,2024-06-03 23:51:00,2024-06-03,23:51:00,23,CLR
10541,2024-06-04 00:51:00,2024-06-04,00:51:00,0,CLR
10542,2024-06-04 01:51:00,2024-06-04,01:51:00,1,FEW
10543,2024-06-04 02:51:00,2024-06-04,02:51:00,2,OVC
10544,2024-06-04 03:51:00,2024-06-04,03:51:00,3,SCT
10545,2024-06-04 04:51:00,2024-06-04,04:51:00,4,CLR
10546,2024-06-04 05:51:00,2024-06-04,05:51:00,5,CLR
10547,2024-06-04 06:51:00,2024-06-04,06:51:00,6,OVC
10548,2024-06-04 07:51:00,2024-06-04,07:51:00,7,BKN
10549,2024-06-04 08:51:00,2024-06-04,08:51:00,8,BKN
10550,2024-06-04 09:51:00,2024-06-04,09:51:00,9,CLR
10551,2024-06-04 10:51:00,2024-06-04,10:51:00,10,CLR
10552,2024-06-04 11:51:00,2024-06-04,11:51:00,11,CLR
10553,2024-06-04 12:51:00,2024-06-04,12:51:00,12,CLR
10554,2024-06-04 13:51:00,2024-06-04,13:51:00,13,CLR
10555,2024-06-04 14:51:00,2024-06-04,14:51:00,14,CLR
10556,2024-06-04 15:51:00,2024-06-04,15:51:00,15,CLR
10557,2024-06-04 16:51:00,2024-06-04,16:51:00,16,CLR
10558,2024-06-04 17:51:00,2024-06-04,17:51:00,17,CLR
10559,2024-06-04 18:51:00,2024-06-04,18:51:00,18,CLR
10560,2024-06-04 19:51:00,2024-06-04,19:51:00,19,CLR
10561,2024-06-04 20:51:00,2024-06-04,20:51:00,20,CLR
10562,2024-06-04 21:51:00,2024-06-04,21:51:00,21,CLR
10563,2024-06-04 22:51:00,2024-06-04,22:51:00,22,CLR
10564,2024-06-04 23:51:00,2024-06-04,23:51:00,23,CLR
10565,2024-06-05 00:51:00,2024-06-05,00:51:00,0,CLR
10566,2024-06-05 01:51:00,2024-06-05,01:51:00,1,CLR
10567,2024-06-05 02:51:00,2024-06-05,02:51:00,2,CLR
10568,2024-06-05 03:51:00,2024-06-05,03:51:00,3,CLR
10569,2024-06-05 04:51:00,2024-06-05,04:51:00,4,CLR
10570,2024-06-05 05:51:00,2024-06-05,05:51:00,5,CLR
10571,2024-06-05 06:31:00,2024-06-05,06:31:00,6,BKN
10572,2024-06-05 06:51:00,2024-06-05,06:51:00,6,OVC
10573,2024-06-05 07:51:00,2024-06-05,07:51:00,7,BKN
10574,2024-06-05 08:26:00,2024-06-05,08:26:00,8,SCT
10575,2024-06-05 08:40:00,2024-06-05,08:40:00,8,BKN
10576,2024-06-05 08:51:00,2024-06-05,08:51:00,8,BKN
10577,2024-06-05 09:11:00,2024-06-05,09:11:00,9,SCT
10578,2024-06-05 09:28:00,2024-06-05,09:28:00,9,BKN
10579,2024-06-05 09:35:00,2024-06-05,09:35:00,9,SCT
10580,2024-06-05 09:51:00,2024-06-05,09:51:00,9,FEW
10581,2024-06-05 10:23:00,2024-06-05,10:23:00,10,BKN
10582,2024-06-05 10:51:00,2024-06-05,10:51:00,10,OVC
10583,2024-06-05 11:14:00,2024-06-05,11:14:00,11,OVC
10584,2024-06-05 11:42:00,2024-06-05,11:42:00,11,OVC
10585,2024-06-05 11:51:00,2024-06-05,11:51:00,11,OVC
10586,2024-06-05 12:51:00,2024-06-05,12:51:00,12,OVC
10587,2024-06-05 13:51:00,2024-06-05,13:51:00,13,OVC
10588,2024-06-05 13:58:00,2024-06-05,13:58:00,13,OVC
10589,2024-06-05 14:51:00,2024-06-05,14:51:00,14,OVC
10590,2024-06-05 15:51:00,2024-06-05,15:51:00,15,BKN
10591,2024-06-05 16:51:00,2024-06-05,16:51:00,16,BKN
10592,2024-06-05 17:18:00,2024-06-05,17:18:00,17,OVC
10593,2024-06-05 17:51:00,2024-06-05,17:51:00,17,BKN
10594,2024-06-05 18:51:00,2024-06-05,18:51:00,18,FEW
10595,2024-06-05 19:51:00,2024-06-05,19:51:00,19,CLR
10596,2024-06-05 20:51:00,2024-06-05,20:51:00,20,BKN
10597,2024-06-05 21:06:00,2024-06-05,21:06:00,21,BKN
10598,2024-06-05 21:26:00,2024-06-05,21:26:00,21,SCT
10599,2024-06-05 21:51:00,2024-06-05,21:51:00,21,SCT
10600,2024-06-05 22:51:00,2024-06-05,22:51:00,22,OVC
10601,2024-06-05 23:51:00,2024-06-05,23:51:00,23,FEW
10602,2024-06-06 00:51:00,2024-06-06,00:51:00,0,BKN
10603,2024-06-06 01:51:00,2024-06-06,01:51:00,1,FEW
10604,2024-06-06 02:51:00,2024-06-06,02:51:00,2,SCT
10605,2024-06-06 03:05:00,2024-06-06,03:05:00,3,SCT
10606,2024-06-06 03:51:00,2024-06-06,03:51:00,3,BKN
10607,2024-06-06 04:51:00,2024-06-06,04:51:00,4,BKN
10608,2024-06-06 05:04:00,2024-06-06,05:04:00,5,OVC
10609,2024-06-06 05:06:00,2024-06-06,05:06:00,5,OVC
10610,2024-06-06 05:16:00,2024-06-06,05:16:00,5,OVC
10611,2024-06-06 05:23:00,2024-06-06,05:23:00,5,OVC
10612,2024-06-06 05:27:00,2024-06-06,05:27:00,5,OVC
10613,2024-06-06 05:51:00,2024-06-06,05:51:00,5,OVC
10614,2024-06-06 06:03:00,2024-06-06,06:03:00,6,OVC
10615,2024-06-06 06:06:00,2024-06-06,06:06:00,6,OVC
10616,2024-06-06 06:23:00,2024-06-06,06:23:00,6,OVC
10617,2024-06-06 06:51:00,2024-06-06,06:51:00,6,OVC
10618,2024-06-06 07:05:00,2024-06-06,07:05:00,7,OVC
10619,2024-06-06 07:38:00,2024-06-06,07:38:00,7,OVC
10620,2024-06-06 07:47:00,2024-06-06,07:47:00,7,OVC
10621,2024-06-06 07:51:00,2024-06-06,07:51:00,7,OVC
10622,2024-06-06 08:05:00,2024-06-06,08:05:00,8,OVC
10623,2024-06-06 08:26:00,2024-06-06,08:26:00,8,OVC
10624,2024-06-06 08:36:00,2024-06-06,08:36:00,8,OVC
10625,2024-06-06 08:51:00,2024-06-06,08:51:00,8,OVC
10626,2024-06-06 08:58:00,2024-06-06,08:58:00,8,OVC
10627,2024-06-06 09:05:00,2024-06-06,09:05:00,9,OVC
10628,2024-06-06 09:10:00,2024-06-06,09:10:00,9,OVC
10629,2024-06-06 09:23:00,2024-06-06,09:23:00,9,OVC
10630,2024-06-06 09:41:00,2024-06-06,09:41:00,9,OVC
10631,2024-06-06 09:51:00,2024-06-06,09:51:00,9,OVC
10632,2024-06-06 10:22:00,2024-06-06,10:22:00,10,OVC
10633,2024-06-06 10:40:00,2024-06-06,10:40:00,10,OVC
10634,2024-06-06 10:51:00,2024-06-06,10:51:00,10,OVC
10635,2024-06-06 11:51:00,2024-06-06,11:51:00,11,OVC
10636,2024-06-06 12:51:00,2024-06-06,12:51:00,12,BKN
10637,2024-06-06 13:26:00,2024-06-06,13:26:00,13,BKN
10638,2024-06-06 13:51:00,2024-06-06,13:51:00,13,OVC
10639,2024-06-06 14:51:00,2024-06-06,14:51:00,14,BKN
10640,2024-06-06 15:51:00,2024-06-06,15:51:00,15,BKN
10641,2024-06-06 16:01:00,2024-06-06,16:01:00,16,BKN
10642,2024-06-06 16:15:00,2024-06-06,16:15:00,16,BKN
10643,2024-06-06 16:51:00,2024-06-06,16:51:00,16,BKN
10644,2024-06-06 17:51:00,2024-06-06,17:51:00,17,FEW
10645,2024-06-06 18:51:00,2024-06-06,18:51:00,18,BKN
10646,2024-06-06 18:55:00,2024-06-06,18:55:00,18,OVC
10647,2024-06-06 19:05:00,2024-06-06,19:05:00,19,OVC
10648,2024-06-06 19:13:00,2024-06-06,19:13:00,19,OVC
10649,2024-06-06 19:21:00,2024-06-06,19:21:00,19,OVC
10650,2024-06-06 19:51:00,2024-06-06,19:51:00,19,OVC
10651,2024-06-06 20:00:00,2024-06-06,20:00:00,20,OVC
10652,2024-06-06 20:09:00,2024-06-06,20:09:00,20,OVC
10653,2024-06-06 20:16:00,2024-06-06,20:16:00,20,OVC
10654,2024-06-06 20:32:00,2024-06-06,20:32:00,20,OVC
10655,2024-06-06 20:41:00,2024-06-06,20:41:00,20,BKN
10656,2024-06-06 20:45:00,2024-06-06,20:45:00,20,BKN
10657,2024-06-06 20:51:00,2024-06-06,20:51:00,20,BKN
10658,2024-06-06 21:51:00,2024-06-06,21:51:00,21,BKN
10659,2024-06-06 22:51:00,2024-06-06,22:51:00,22,CLR
10660,2024-06-06 23:51:00,2024-06-06,23:51:00,23,FEW
10661,2024-06-07 00:51:00,2024-06-07,00:51:00,0,BKN
10662,2024-06-07 01:16:00,2024-06-07,01:16:00,1,OVC
10663,2024-06-07 01:27:00,2024-06-07,01:27:00,1,OVC
10664,2024-06-07 01:51:00,2024-06-07,01:51:00,1,BKN
10665,2024-06-07 02:51:00,2024-06-07,02:51:00,2,CLR
10666,2024-06-07 03:51:00,2024-06-07,03:51:00,3,CLR
10667,2024-06-07 04:51:00,2024-06-07,04:51:00,4,CLR
10668,2024-06-07 05:51:00,2024-06-07,05:51:00,5,CLR
10669,2024-06-07 06:51:00,2024-06-07,06:51:00,6,SCT
10670,2024-06-07 07:51:00,2024-06-07,07:51:00,7,FEW
10671,2024-06-07 08:51:00,2024-06-07,08:51:00,8,BKN
10672,2024-06-07 09:51:00,2024-06-07,09:51:00,9,BKN
10673,2024-06-07 10:51:00,2024-06-07,10:51:00,10,SCT
10674,2024-06-07 11:51:00,2024-06-07,11:51:00,11,BKN
10675,2024-06-07 12:51:00,2024-06-07,12:51:00,12,BKN
10676,2024-06-07 13:51:00,2024-06-07,13:51:00,13,SCT
10677,2024-06-07 14:51:00,2024-06-07,14:51:00,14,BKN
10678,2024-06-07 15:51:00,2024-06-07,15:51:00,15,CLR
10679,2024-06-07 16:51:00,2024-06-07,16:51:00,16,SCT
10680,2024-06-07 17:51:00,2024-06-07,17:51:00,17,SCT
10681,2024-06-07 18:51:00,2024-06-07,18:51:00,18,FEW
10682,2024-06-07 19:51:00,2024-06-07,19:51:00,19,BKN
10683,2024-06-07 20:51:00,2024-06-07,20:51:00,20,OVC
10684,2024-06-07 21:51:00,2024-06-07,21:51:00,21,FEW
10685,2024-06-07 22:51:00,2024-06-07,22:51:00,22,FEW
10686,2024-06-07 23:51:00,2024-06-07,23:51:00,23,OVC
10687,2024-06-08 00:51:00,2024-06-08,00:51:00,0,SCT
10688,2024-06-08 01:51:00,2024-06-08,01:51:00,1,CLR
10689,2024-06-08 02:51:00,2024-06-08,02:51:00,2,CLR
10690,2024-06-08 03:51:00,2024-06-08,03:51:00,3,CLR
10691,2024-06-08 04:51:00,2024-06-08,04:51:00,4,CLR
10692,2024-06-08 05:51:00,2024-06-08,05:51:00,5,CLR
10693,2024-06-08 06:51:00,2024-06-08,06:51:00,6,CLR
10694,2024-06-08 07:51:00,2024-06-08,07:51:00,7,CLR
10695,2024-06-08 08:51:00,2024-06-08,08:51:00,8,CLR
10696,2024-06-08 09:51:00,2024-06-08,09:51:00,9,CLR
10697,2024-06-08 10:51:00,2024-06-08,10:51:00,10,CLR
10698,2024-06-08 11:51:00,2024-06-08,11:51:00,11,CLR
10699,2024-06-08 12:51:00,2024-06-08,12:51:00,12,CLR
10700,2024-06-08 13:51:00,2024-06-08,13:51:00,13,CLR
10701,2024-06-08 14:51:00,2024-06-08,14:51:00,14,CLR
10702,2024-06-08 15:51:00,2024-06-08,15:51:00,15,BKN
10703,2024-06-08 16:51:00,2024-06-08,16:51:00,16,CLR
10704,2024-06-08 17:51:00,2024-06-08,17:51:00,17,BKN
10705,2024-06-08 18:51:00,2024-06-08,18:51:00,18,SCT
10706,2024-06-08 19:51:00,2024-06-08,19:51:00,19,BKN
10707,2024-06-08 20:51:00,2024-06-08,20:51:00,20,FEW
10708,2024-06-08 21:51:00,2024-06-08,21:51:00,21,CLR
10709,2024-06-08 22:51:00,2024-06-08,22:51:00,22,CLR
10710,2024-06-08 23:51:00,2024-06-08,23:51:00,23,CLR
10711,2024-06-09 00:51:00,2024-06-09,00:51:00,0,CLR
10712,2024-06-09 01:51:00,2024-06-09,01:51:00,1,CLR
10713,2024-06-09 02:51:00,2024-06-09,02:51:00,2,CLR
10714,2024-06-09 03:51:00,2024-06-09,03:51:00,3,CLR
10715,2024-06-09 04:51:00,2024-06-09,04:51:00,4,CLR
10716,2024-06-09 05:51:00,2024-06-09,05:51:00,5,CLR
10717,2024-06-09 06:51:00,2024-06-09,06:51:00,6,SCT
10718,2024-06-09 07:51:00,2024-06-09,07:51:00,7,CLR
10719,2024-06-09 08:51:00,2024-06-09,08:51:00,8,CLR
10720,2024-06-09 09:51:00,2024-06-09,09:51:00,9,CLR
10721,2024-06-09 10:51:00,2024-06-09,10:51:00,10,OVC
10722,2024-06-09 11:51:00,2024-06-09,11:51:00,11,BKN
10723,2024-06-09 12:51:00,2024-06-09,12:51:00,12,BKN
10724,2024-06-09 13:51:00,2024-06-09,13:51:00,13,OVC
10725,2024-06-09 14:51:00,2024-06-09,14:51:00,14,OVC
10726,2024-06-09 15:51:00,2024-06-09,15:51:00,15,OVC
10727,2024-06-09 16:51:00,2024-06-09,16:51:00,16,OVC
10728,2024-06-09 17:51:00,2024-06-09,17:51:00,17,BKN
10729,2024-06-09 18:51:00,2024-06-09,18:51:00,18,OVC
10730,2024-06-09 19:51:00,2024-06-09,19:51:00,19,BKN
10731,2024-06-09 20:51:00,2024-06-09,20:51:00,20,SCT
10732,2024-06-09 21:51:00,2024-06-09,21:51:00,21,FEW
10733,2024-06-09 22:51:00,2024-06-09,22:51:00,22,CLR
10734,2024-06-09 23:51:00,2024-06-09,23:51:00,23,CLR
10735,2024-06-10 00:51:00,2024-06-10,00:51:00,0,CLR
10736,2024-06-10 01:51:00,2024-06-10,01:51:00,1,CLR
10737,2024-06-10 02:51:00,2024-06-10,02:51:00,2,CLR
10738,2024-06-10 03:51:00,2024-06-10,03:51:00,3,BKN
10739,2024-06-10 04:51:00,2024-06-10,04:51:00,4,SCT
10740,2024-06-10 05:51:00,2024-06-10,05:51:00,5,OVC
10741,2024-06-10 06:51:00,2024-06-10,06:51:00,6,BKN
10742,2024-06-10 07:51:00,2024-06-10,07:51:00,7,CLR
10743,2024-06-10 08:51:00,2024-06-10,08:51:00,8,CLR
10744,2024-06-10 09:51:00,2024-06-10,09:51:00,9,CLR
10745,2024-06-10 10:51:00,2024-06-10,10:51:00,10,CLR
10746,2024-06-10 11:51:00,2024-06-10,11:51:00,11,CLR
10747,2024-06-10 12:51:00,2024-06-10,12:51:00,12,CLR
10748,2024-06-10 13:51:00,2024-06-10,13:51:00,13,CLR
