station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
NYC,2024-05-30 17:51,-73.9693,40.7790,27.00,70.00,49.00,47.24,50.00,9.00,0.00,29.96,1013.80,10.00,16.00,FEW,null,null,null,5000.00,null,null,null,null,null,null,null,null,null,null,70.00,KNYC 301751Z AUTO 05009G16KT 10SM FEW050 21/09 A2996 RMK AO2 SLP138 T02110094 10211 20139 58012,null
NYC,2024-05-30 18:51,-73.9693,40.7790,27.00,70.00,49.00,47.24,null,null,0.00,29.97,1014.00,10.00,null,SCT,null,null,null,5500.00,null,null,null,null,null,null,null,null,null,null,70.00,KNYC 301851Z AUTO 10SM SCT055 21/09 A2997 RMK AO2 SLP140 T02110094 $,null
NYC,2024-05-30 19:51,-73.9693,40.7790,27.00,68.00,48.00,48.73,null,6.00,0.00,29.97,1014.10,10.00,null,FEW,null,null,null,6000.00,null,null,null,null,null,null,null,null,null,null,68.00,KNYC 301951Z AUTO VRB06KT 10SM FEW060 20/09 A2997 RMK AO2 SLP141 T02000089 $,null
NYC,2024-05-30 20:51,-73.9693,40.7790,27.00,67.00,48.00,50.44,null,5.00,0.00,29.99,1014.70,10.00,null,FEW,null,null,null,8500.00,null,null,null,null,null,null,null,null,null,null,67.00,KNYC 302051Z AUTO VRB05KT 10SM FEW085 19/09 A2999 RMK AO2 SLP147 T01940089 53009 $,null
NYC,2024-05-30 21:51,-73.9693,40.7790,27.00,67.00,45.00,45.04,20.00,5.00,0.00,29.99,1014.70,10.00,null,FEW,null,null,null,9000.00,null,null,null,null,null,null,null,null,null,null,67.00,KNYC 302151Z AUTO 02005KT 10SM FEW090 19/07 A2999 RMK AO2 SLP147 T01940072 $,null
NYC,2024-05-30 22:51,-73.9693,40.7790,27.00,68.00,45.00,43.51,null,4.00,0.00,30.01,1015.20,10.00,null,SCT,null,null,null,10000.00,null,null,null,null,null,null,null,null,null,null,68.00,KNYC 302251Z AUTO VRB04KT 10SM SCT100 20/07 A3001 RMK AO2 SLP152 T02000072 $,null
NYC,2024-05-30 23:51,-73.9693,40.7790,27.00,68.00,43.00,40.31,null,5.00,0.00,30.02,1015.70,10.00,null,SCT,BKN,null,null,9000.00,10000.00,null,null,null,null,null,null,null,null,null,68.00,KNYC 302351Z AUTO VRB05KT 10SM SCT090 BKN100 20/06 A3002 RMK AO2 SLP157 T02000061 10217 20189 53010 $,null
NYC,2024-05-31 00:51,-73.9693,40.7790,27.00,67.00,43.00,41.72,null,3.00,0.00,30.03,1016.10,10.00,null,BKN,null,null,null,10000.00,null,null,null,null,null,null,null,null,null,null,67.00,KNYC 310051Z AUTO VRB03KT 10SM BKN100 19/06 A3003 RMK AO2 SLP161 T01940061 $,null
NYC,2024-05-31 01:51,-73.9693,40.7790,27.00,66.00,44.00,44.88,40.00,4.00,0.00,30.05,1016.70,10.00,null,OVC,null,null,null,10000.00,null,null,null,null,null,null,null,null,null,null,66.00,KNYC 310151Z AUTO 04004KT 10SM OVC100 19/07 A3005 RMK AO2 SLP167 T01890067 $,null
NYC,2024-05-31 02:51,-73.9693,40.7790,27.00,64.00,43.00,46.32,0.00,0.00,0.00,30.06,1016.80,10.00,null,FEW,SCT,null,null,7000.00,10000.00,null,null,null,null,null,null,null,null,null,64.00,KNYC 310251Z AUTO 00000KT 10SM FEW070 SCT100 18/06 A3006 RMK AO2 SLP168 T01780061 51011 $,null
NYC,2024-05-31 03:51,-73.9693,40.7790,27.00,64.00,46.00,51.93,0.00,0.00,0.00,30.07,1017.40,10.00,null,FEW,SCT,null,null,7000.00,10000.00,null,null,null,null,null,null,null,null,null,64.00,KNYC 310351Z AUTO 00000KT 10SM FEW070 SCT100 18/08 A3007 RMK AO2 SLP174 T01780078 $,null
NYC,2024-05-31 04:51,-73.9693,40.7790,27.00,62.00,48.00,60.07,310.00,4.00,0.00,30.08,1017.70,10.00,null,SCT,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,62.00,KNYC 310451Z AUTO 31004KT 10SM SCT110 17/09 A3008 RMK AO2 SLP177 T01670089 402170139 $,null
NYC,2024-05-31 05:51,-73.9693,40.7790,27.00,62.00,46.00,55.71,null,3.00,0.00,30.09,1018.10,10.00,null,BKN,OVC,null,null,7000.00,9500.00,null,null,null,null,null,null,null,null,null,62.00,KNYC 310551Z AUTO VRB03KT 10SM BKN070 OVC095 17/08 A3009 RMK AO2 SLP181 T01670078 10200 20161 51013 $,null
NYC,2024-05-31 06:51,-73.9693,40.7790,27.00,61.00,47.00,59.94,null,4.00,0.00,30.10,1018.20,10.00,null,BKN,OVC,null,null,7000.00,8500.00,null,null,null,null,null,null,null,null,null,61.00,KNYC 310651Z AUTO VRB04KT 10SM BKN070 OVC085 16/08 A3010 RMK AO2 SLP182 T01610083 $,null
NYC,2024-05-31 07:51,-73.9693,40.7790,27.00,62.00,44.00,51.63,0.00,0.00,0.00,30.10,1018.30,10.00,null,BKN,BKN,null,null,7500.00,11000.00,null,null,null,null,null,null,null,null,null,62.00,KNYC 310751Z AUTO 00000KT 10SM BKN075 BKN110 17/07 A3010 RMK AO2 SLP183 T01670067 $,null
NYC,2024-05-31 08:51,-73.9693,40.7790,27.00,61.00,44.00,53.49,null,3.00,0.00,30.11,1018.80,10.00,null,BKN,BKN,null,null,8000.00,11000.00,null,null,null,null,null,null,null,null,null,61.00,KNYC 310851Z AUTO VRB03KT 10SM BKN080 BKN110 16/07 A3011 RMK AO2 SLP188 T01610067 53007 $,null
NYC,2024-05-31 09:51,-73.9693,40.7790,27.00,59.00,45.00,59.67,0.00,0.00,0.00,30.14,1019.60,10.00,null,FEW,null,null,null,11000.00,null,null,null,null,null,null,null,null,null,null,59.00,KNYC 310951Z AUTO 00000KT 10SM FEW110 15/07 A3014 RMK AO2 SLP196 T01500072 $,null
NYC,2024-05-31 10:51,-73.9693,40.7790,27.00,59.00,45.00,59.67,0.00,0.00,0.00,30.16,1020.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KNYC 311051Z AUTO 00000KT 10SM CLR 15/07 A3016 RMK AO2 SLP204 T01500072 $,null
NYC,2024-05-31 11:51,-73.9693,40.7790,27.00,61.00,44.00,53.49,360.00,6.00,0.00,30.18,1020.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,61.00,KNYC 311151Z AUTO 36006KT 10SM CLR 16/07 A3018 RMK AO2 SLP209 T01610067 10167 20150 51021 $,null
NYC,2024-05-31 12:51,-73.9693,40.7790,27.00,64.00,43.00,46.32,null,5.00,0.00,30.19,1021.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.00,KNYC 311251Z AUTO VRB05KT 10SM CLR 18/06 A3019 RMK AO2 SLP214 T01780061 $,null
NYC,2024-05-31 13:51,-73.9693,40.7790,27.00,66.00,42.00,41.57,null,null,0.00,30.19,1021.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.00,KNYC 311351Z AUTO 10SM CLR 19/06 A3019 RMK AO2 SLP214 T01890056 $,null
NYC,2024-05-31 14:51,-73.9693,40.7790,27.00,69.00,44.00,40.47,40.00,9.00,0.00,30.19,1021.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.00,KNYC 311451Z AUTO 04009KT 360V070 10SM CLR 21/07 A3019 RMK AO2 SLP215 T02060067 51005 $,null
NYC,2024-05-31 15:51,-73.9693,40.7790,27.00,71.00,43.00,36.38,50.00,7.00,0.00,30.19,1021.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,71.00,KNYC 311551Z AUTO 05007KT 010V090 10SM CLR 22/06 A3019 RMK AO2 SLP213 T02170061 $,null
NYC,2024-05-31 16:51,-73.9693,40.7790,27.00,73.00,42.00,32.71,null,3.00,0.00,30.18,1020.90,10.00,null,SCT,null,null,null,8000.00,null,null,null,null,null,null,null,null,null,null,73.00,KNYC 311651Z AUTO VRB03KT 10SM SCT080 23/06 A3018 RMK AO2 SLP209 T02280056 $,null
NYC,2024-05-31 17:51,-73.9693,40.7790,27.00,74.00,43.00,32.87,0.00,0.00,0.00,30.16,1020.40,10.00,null,SCT,null,null,null,8500.00,null,null,null,null,null,null,null,null,null,null,74.00,KNYC 311751Z AUTO 00000KT 10SM SCT085 23/06 A3016 RMK AO2 SLP204 T02330061 10233 20161 58010 $,null
NYC,2024-05-31 18:51,-73.9693,40.7790,27.00,73.00,45.00,36.70,null,null,0.00,30.14,1019.80,10.00,null,FEW,null,null,null,8000.00,null,null,null,null,null,null,null,null,null,null,73.00,KNYC 311851Z AUTO 10SM FEW080 23/07 A3014 RMK AO2 SLP198 T02280072 $,null
NYC,2024-05-31 19:51,-73.9693,40.7790,27.00,74.00,40.00,29.28,null,5.00,0.00,30.12,1019.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,74.00,KNYC 311951Z AUTO VRB05KT 10SM CLR 23/04 A3012 RMK AO2 SLP191 T02330044 $,null
NYC,2024-05-31 20:51,-73.9693,40.7790,27.00,73.00,44.00,35.32,null,4.00,0.00,30.12,1019.00,10.00,15.00,SCT,null,null,null,8500.00,null,null,null,null,null,null,null,null,null,null,73.00,KNYC 312051Z AUTO VRB04G15KT 10SM SCT085 23/07 A3012 RMK AO2 SLP190 T02280067 56015 $,null
NYC,2024-05-31 21:51,-73.9693,40.7790,27.00,74.00,41.00,30.43,null,null,0.00,30.11,1018.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,74.00,KNYC 312151Z AUTO 10SM CLR 23/05 A3011 RMK AO2 SLP187 T02330050 $,null
NYC,2024-05-31 22:51,-73.9693,40.7790,27.00,74.00,40.00,29.28,310.00,10.00,0.00,30.12,1019.20,10.00,16.00,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,74.00,KNYC 312251Z AUTO 31010G16KT 10SM CLR 23/04 A3012 RMK AO2 SLP192 T02330044 $,null
NYC,2024-05-31 23:51,-73.9693,40.7790,27.00,73.00,41.00,31.47,300.00,6.00,0.00,30.13,1019.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.00,KNYC 312351Z AUTO 30006KT 10SM CLR 23/05 A3013 RMK AO2 SLP193 T02280050 10239 20211 53004 $,null
NYC,2024-06-01 00:51,-73.9693,40.7790,27.00,71.00,42.00,35.01,null,4.00,0.00,30.14,1019.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,71.00,KNYC 010051Z AUTO VRB04KT 10SM CLR 22/06 A3014 RMK AO2 SLP198 T02170056 $,null
NYC,2024-06-01 01:51,-73.9693,40.7790,27.00,70.00,41.00,34.85,280.00,5.00,0.00,30.17,1020.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.00,KNYC 010151Z AUTO 28005KT 10SM CLR 21/05 A3017 RMK AO2 SLP206 T02110050 $,null
NYC,2024-06-01 02:51,-73.9693,40.7790,27.00,69.00,39.00,33.36,null,5.00,0.00,30.17,1020.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.00,KNYC 010251Z AUTO VRB05KT 10SM CLR 21/04 A3017 RMK AO2 SLP209 T02060039 51015 $,null
NYC,2024-06-01 03:51,-73.9693,40.7790,27.00,66.00,41.00,39.99,0.00,0.00,0.00,30.18,1021.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.00,KNYC 010351Z AUTO 00000KT 10SM CLR 19/05 A3018 RMK AO2 SLP212 T01890050 $,null
NYC,2024-06-01 04:51,-73.9693,40.7790,27.00,66.00,40.00,38.47,300.00,3.00,0.00,30.18,1021.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.00,KNYC 010451Z AUTO 30003KT 10SM CLR 19/04 A3018 RMK AO2 SLP211 T01890044 402390150 $,null
NYC,2024-06-01 05:51,-73.9693,40.7790,27.00,64.00,41.00,42.88,340.00,3.00,0.00,30.17,1020.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.00,KNYC 010551Z AUTO 34003KT 10SM CLR 18/05 A3017 RMK AO2 SLP207 T01780050 10228 20172 58002 $,null
NYC,2024-06-01 06:51,-73.9693,40.7790,27.00,63.00,40.00,42.72,300.00,5.00,0.00,30.17,1020.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KNYC 010651Z AUTO 30005KT 10SM CLR 17/04 A3017 RMK AO2 SLP206 T01720044 $,null
NYC,2024-06-01 07:51,-73.9693,40.7790,27.00,62.00,41.00,46.00,null,4.00,0.00,30.18,1021.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.00,KNYC 010751Z AUTO VRB04KT 10SM CLR 17/05 A3018 RMK AO2 SLP210 T01670050 $,null
NYC,2024-06-01 08:51,-73.9693,40.7790,27.00,60.00,42.00,51.33,0.00,0.00,0.00,30.19,1021.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.00,KNYC 010851Z AUTO 00000KT 10SM CLR 16/06 A3019 RMK AO2 SLP215 T01560056 53008 $,null
NYC,2024-06-01 09:51,-73.9693,40.7790,27.00,61.00,41.00,47.66,0.00,0.00,0.00,30.21,1022.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,61.00,KNYC 010951Z AUTO 00000KT 10SM CLR 16/05 A3021 RMK AO2 SLP221 T01610050 $,null
NYC,2024-06-01 10:51,-73.9693,40.7790,27.00,62.00,43.00,49.69,360.00,3.00,0.00,30.22,1022.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.00,KNYC 011051Z AUTO 36003KT 10SM CLR 17/06 A3022 RMK AO2 SLP225 T01670061 $,null
NYC,2024-06-01 11:51,-73.9693,40.7790,27.00,64.00,45.00,49.99,300.00,7.00,0.00,30.22,1022.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.00,KNYC 011151Z AUTO 30007KT 10SM CLR 18/07 A3022 RMK AO2 SLP223 T01780072 10178 20156 50008 $,null
NYC,2024-06-01 12:51,-73.9693,40.7790,27.00,68.00,45.00,43.51,0.00,0.00,0.00,30.21,1022.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KNYC 011251Z AUTO 00000KT 10SM CLR 20/07 A3021 RMK AO2 SLP222 T02000072 $,null
NYC,2024-06-01 13:51,-73.9693,40.7790,27.00,70.00,46.00,42.20,0.00,0.00,0.00,30.21,1022.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.00,KNYC 011351Z AUTO 00000KT 10SM CLR 21/08 A3021 RMK AO2 SLP221 T02110078 $,null
NYC,2024-06-01 14:51,-73.9693,40.7790,27.00,74.00,45.00,35.48,null,5.00,0.00,30.20,1021.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,74.00,KNYC 011451Z AUTO VRB05KT 10SM CLR 23/07 A3020 RMK AO2 SLP216 T02330072 58006 $,null
NYC,2024-06-01 15:51,-73.9693,40.7790,27.00,78.00,46.00,32.26,0.00,0.00,0.00,30.18,1021.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78.00,KNYC 011551Z AUTO 00000KT 10SM CLR 26/08 A3018 RMK AO2 SLP212 T02560078 $,null
NYC,2024-06-01 16:51,-73.9693,40.7790,27.00,80.00,46.00,30.20,null,3.00,0.00,30.17,1020.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,79.20,KNYC 011651Z AUTO VRB03KT 10SM CLR 27/08 A3017 RMK AO2 SLP207 T02670078 $,null
NYC,2024-06-01 17:51,-73.9693,40.7790,27.00,80.00,46.00,30.20,0.00,0.00,0.00,30.14,1019.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,79.20,KNYC 011751Z AUTO 00000KT 10SM CLR 27/08 A3014 RMK AO2 SLP198 T02670078 10278 20178 58018 $,null
NYC,2024-06-01 18:51,-73.9693,40.7790,27.00,82.00,44.00,26.23,null,3.00,0.00,30.13,1019.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,80.21,KNYC 011851Z AUTO VRB03KT 10SM CLR 28/07 A3013 RMK AO2 SLP193 T02780067 $,null
NYC,2024-06-01 19:51,-73.9693,40.7790,27.00,81.00,44.00,27.09,null,4.00,0.00,30.11,1018.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,79.61,KNYC 011951Z AUTO VRB04KT 10SM CLR 27/07 A3011 RMK AO2 SLP187 T02720067 $,null
NYC,2024-06-01 20:51,-73.9693,40.7790,27.00,82.00,43.00,25.24,null,4.00,0.00,30.10,1018.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,80.15,KNYC 012051Z AUTO VRB04KT 10SM CLR 28/06 A3010 RMK AO2 SLP185 T02780061 56013 $,null
NYC,2024-06-01 21:51,-73.9693,40.7790,27.00,81.00,44.00,27.09,null,4.00,0.00,30.09,1018.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,79.61,KNYC 012151Z AUTO VRB04KT 10SM CLR 27/07 A3009 RMK AO2 SLP182 T02720067 $,null
NYC,2024-06-01 22:51,-73.9693,40.7790,27.00,80.00,46.00,30.20,270.00,6.00,0.00,30.10,1018.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,79.20,KNYC 012251Z AUTO 27006KT 10SM CLR 27/08 A3010 RMK AO2 SLP183 T02670078 $,null
NYC,2024-06-01 23:51,-73.9693,40.7790,27.00,77.00,46.00,33.34,null,3.00,0.00,30.10,1018.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,77.00,KNYC 012351Z AUTO VRB03KT 10SM CLR 25/08 A3010 RMK AO2 SLP183 T02500078 10283 20250 55002 $,null
NYC,2024-06-02 00:51,-73.9693,40.7790,27.00,76.00,44.00,31.95,260.00,3.00,0.00,30.11,1018.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,76.00,KNYC 020051Z AUTO 26003KT 10SM CLR 24/07 A3011 RMK AO2 SLP186 T02440067 $,null
NYC,2024-06-02 01:51,-73.9693,40.7790,27.00,75.00,46.00,35.64,null,5.00,0.00,30.12,1019.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,75.00,KNYC 020151Z AUTO VRB05KT 10SM CLR 24/08 A3012 RMK AO2 SLP190 T02390078 $,null
NYC,2024-06-02 02:51,-73.9693,40.7790,27.00,74.00,45.00,35.48,0.00,0.00,0.00,30.12,1018.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,74.00,KNYC 020251Z AUTO 00000KT 10SM CLR 23/07 A3012 RMK AO2 SLP188 T02330072 50006 $,null
NYC,2024-06-02 03:51,-73.9693,40.7790,27.00,73.00,44.00,35.32,0.00,0.00,0.00,30.11,1018.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.00,KNYC 020351Z AUTO 00000KT 10SM CLR 23/07 A3011 RMK AO2 SLP187 T02280067 $,null
NYC,2024-06-02 04:51,-73.9693,40.7790,27.00,72.00,43.00,35.16,0.00,0.00,0.00,30.10,1018.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72.00,KNYC 020451Z AUTO 00000KT 10SM CLR 22/06 A3010 RMK AO2 SLP183 T02220061 402830156 $,null
NYC,2024-06-02 05:51,-73.9693,40.7790,27.00,70.00,47.00,43.82,null,5.00,0.00,30.10,1018.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.00,KNYC 020551Z AUTO VRB05KT 10SM CLR 21/08 A3010 RMK AO2 SLP184 T02110083 10256 20211 55004 $,null
NYC,2024-06-02 06:51,-73.9693,40.7790,27.00,69.00,48.00,47.09,null,4.00,0.00,30.10,1018.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.00,KNYC 020651Z AUTO VRB04KT 10SM CLR 21/09 A3010 RMK AO2 SLP182 T02060089 $,null
NYC,2024-06-02 07:51,-73.9693,40.7790,27.00,68.00,48.00,48.73,240.00,3.00,0.00,30.09,1017.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KNYC 020751Z AUTO 24003KT 10SM CLR 20/09 A3009 RMK AO2 SLP178 T02000089 $,null
NYC,2024-06-02 08:51,-73.9693,40.7790,27.00,68.00,49.00,50.59,250.00,3.00,0.00,30.08,1017.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KNYC 020851Z AUTO 25003KT 10SM CLR 20/09 A3008 RMK AO2 SLP177 T02000094 56007 $,null
NYC,2024-06-02 09:51,-73.9693,40.7790,27.00,68.00,49.00,50.59,0.00,0.00,0.00,30.09,1017.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KNYC 020951Z AUTO 00000KT 10SM CLR 20/09 A3009 RMK AO2 SLP179 T02000094 $,null
NYC,2024-06-02 10:51,-73.9693,40.7790,27.00,67.00,50.00,54.35,0.00,0.00,0.00,30.11,1018.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KNYC 021051Z AUTO 00000KT 10SM CLR 19/10 A3011 RMK AO2 SLP185 T01940100 $,null
NYC,2024-06-02 11:51,-73.9693,40.7790,27.00,69.00,51.00,52.66,null,4.00,0.00,30.11,1018.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.00,KNYC 021151Z AUTO VRB04KT 10SM CLR 21/11 A3011 RMK AO2 SLP188 T02060106 10211 20194 53010 $,null
NYC,2024-06-02 12:51,-73.9693,40.7790,27.00,70.00,52.00,52.80,0.00,0.00,0.00,30.12,1019.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.00,KNYC 021251Z AUTO 00000KT 10SM CLR 21/11 A3012 RMK AO2 SLP190 T02110111 $,null
NYC,2024-06-02 13:51,-73.9693,40.7790,27.00,73.00,54.00,51.33,null,3.00,0.00,30.11,1018.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.00,KNYC 021351Z AUTO VRB03KT 10SM CLR 23/12 A3011 RMK AO2 SLP185 T02280122 $,null
NYC,2024-06-02 14:51,-73.9693,40.7790,27.00,75.00,55.00,49.78,null,null,0.00,30.10,1018.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,75.00,KNYC 021451Z AUTO 10SM CLR 24/13 A3010 RMK AO2 SLP184 T02390128 58003 $,null
NYC,2024-06-02 15:51,-73.9693,40.7790,27.00,78.00,58.00,50.22,null,3.00,0.00,30.09,1017.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,78.00,KNYC 021551Z AUTO VRB03KT 10SM CLR 26/14 A3009 RMK AO2 SLP179 T02560144 $,null
NYC,2024-06-02 16:51,-73.9693,40.7790,27.00,80.00,56.00,43.75,0.00,0.00,0.00,30.06,1017.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,80.24,KNYC 021651Z AUTO 00000KT 10SM CLR 27/13 A3006 RMK AO2 SLP170 T02670133 $,null
NYC,2024-06-02 17:51,-73.9693,40.7790,27.00,80.00,58.00,47.02,null,5.00,0.00,30.04,1016.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,80.53,KNYC 021751Z AUTO VRB05KT 10SM CLR 27/14 A3004 RMK AO2 SLP163 T02670144 10272 20200 58020 $,null
NYC,2024-06-02 18:51,-73.9693,40.7790,27.00,79.00,59.00,50.36,null,3.00,0.00,30.02,1015.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,79.00,KNYC 021851Z AUTO VRB03KT 10SM CLR 26/15 A3002 RMK AO2 SLP155 T02610150 $,null
NYC,2024-06-02 19:51,-73.9693,40.7790,27.00,77.00,60.00,55.75,null,null,0.00,30.01,1015.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,77.00,KNYC 021951Z AUTO 10SM CLR 25/16 A3001 RMK AO2 SLP152 T02500156 $,null
NYC,2024-06-02 20:51,-73.9693,40.7790,27.00,76.00,58.00,53.66,null,3.00,0.00,30.00,1014.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,76.00,KNYC 022051Z AUTO VRB03KT 10SM CLR 24/14 A3000 RMK AO2 SLP149 T02440144 56016 $,null
NYC,2024-06-02 21:51,-73.9693,40.7790,27.00,76.00,54.00,46.42,null,4.00,0.00,29.99,1014.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,76.00,KNYC 022151Z AUTO VRB04KT 10SM CLR 24/12 A2999 RMK AO2 SLP145 T02440122 $,null
NYC,2024-06-02 22:51,-73.9693,40.7790,27.00,77.00,52.00,41.72,0.00,0.00,0.00,29.98,1014.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,77.00,KNYC 022251Z AUTO 00000KT 10SM CLR 25/11 A2998 RMK AO2 SLP144 T02500111 $,null
NYC,2024-06-02 23:51,-73.9693,40.7790,27.00,76.00,53.00,44.75,0.00,0.00,0.00,29.98,1014.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,76.00,KNYC 022351Z AUTO 00000KT 10SM CLR 24/12 A2998 RMK AO2 SLP142 T02440117 10272 20239 56006 $,null
NYC,2024-06-03 00:51,-73.9693,40.7790,27.00,75.00,56.00,51.62,0.00,0.00,0.00,29.98,1014.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,75.00,KNYC 030051Z AUTO 00000KT 10SM CLR 24/13 A2998 RMK AO2 SLP145 T02390133 $,null
NYC,2024-06-03 01:51,-73.9693,40.7790,27.00,75.00,57.00,53.52,0.00,0.00,0.00,29.99,1014.70,10.00,null,OVC,null,null,null,10000.00,null,null,null,null,null,null,null,null,null,null,75.00,KNYC 030151Z AUTO 00000KT 10SM OVC100 24/14 A2999 RMK AO2 SLP147 T02390139 $,null
NYC,2024-06-03 02:51,-73.9693,40.7790,27.00,75.00,57.00,53.52,0.00,0.00,0.00,29.97,1014.00,10.00,null,BKN,OVC,null,null,9500.00,12000.00,null,null,null,null,null,null,null,null,null,75.00,KNYC 030251Z AUTO 00000KT 10SM BKN095 OVC120 24/14 A2997 RMK AO2 SLP140 T02390139 58002 $,null
NYC,2024-06-03 03:51,-73.9693,40.7790,27.00,75.00,57.00,53.52,230.00,6.00,0.00,29.96,1013.60,10.00,null,BKN,BKN,BKN,null,7500.00,10000.00,12000.00,null,null,null,null,null,null,null,null,75.00,KNYC 030351Z AUTO 23006KT 10SM BKN075 BKN100 BKN120 24/14 A2996 RMK AO2 SLP136 T02390139 $,null
NYC,2024-06-03 04:51,-73.9693,40.7790,27.00,75.00,57.00,53.52,0.00,0.00,0.00,29.96,1013.40,10.00,null,OVC,null,null,null,7500.00,null,null,null,null,null,null,null,null,null,null,75.00,KNYC 030451Z AUTO 00000KT 10SM OVC075 24/14 A2996 RMK AO2 SLP134 T02390139 402720194 $,null
